Date,Open,High,Low,Close,Adj Close,Volume
2019-09-24,4025.0,4025.0,3927.0,3961.75,3961.75,2189604
2019-09-25,3960.0,3998.9,3890.0,3930.9,3930.9,2414729
2019-09-26,3955.0,4015.0,3945.1,4000.8,4000.8,2388165
2019-09-27,4006.0,4085.0,3990.0,4057.4,4057.4,2024478
2019-09-30,4065.9,4111.75,4031.0,4046.05,4046.05,2256361
2019-10-01,4080.0,4089.1,3946.3,3992.4,3992.4,1615506
2019-10-03,3985.0,4004.95,3931.85,3959.8,3959.8,1245840
2019-10-04,3979.0,4004.0,3892.3,3903.95,3903.95,1478266
2019-10-07,3880.0,3958.25,3819.45,3900.9,3900.9,1406152
2019-10-09,3915.0,4035.0,3880.05,4023.9,4023.9,1356600
2019-10-10,4013.65,4015.0,3931.0,3948.9,3948.9,1102788
2019-10-11,3979.0,4015.0,3925.0,3973.2,3973.2,1623866
2019-10-14,3988.0,4006.3,3853.05,3883.3,3883.3,1768352
2019-10-15,3895.0,3916.0,3843.0,3879.45,3879.45,1394894
2019-10-16,3910.0,4032.0,3900.0,4016.4,4016.4,2381769
2019-10-17,4020.05,4117.2,4001.0,4106.8,4106.8,2103593
2019-10-18,4100.0,4199.0,4080.0,4137.65,4137.65,1836213
2019-10-22,4165.0,4219.85,4000.1,4034.15,4034.15,5034755
2019-10-23,4089.95,4110.0,3968.0,4038.35,4038.35,2442249
2019-10-24,4062.0,4080.0,4012.55,4026.15,4026.15,1267557
2019-10-25,4037.8,4063.85,3900.0,3987.25,3987.25,1758098
2019-10-27,4015.0,4015.0,3955.0,3978.9,3978.9,214742
2019-10-29,3990.0,4060.0,3962.45,4047.25,4047.25,1335515
2019-10-30,4074.95,4074.95,3985.0,3992.0,3992.0,1338554
2019-10-31,4004.2,4050.0,3995.0,4027.55,4027.55,1251220
2019-11-01,4029.0,4110.0,4021.0,4069.85,4069.85,1875612
2019-11-04,4087.0,4177.5,4076.15,4113.0,4113.0,1863158
2019-11-05,4172.0,4255.0,4135.0,4227.8,4227.8,2934652
2019-11-06,4260.0,4280.0,4176.65,4188.15,4188.15,2076695
2019-11-07,4204.7,4239.2,4188.2,4225.85,4225.85,1141603
2019-11-08,4220.0,4240.0,4148.0,4159.45,4159.45,1509693
2019-11-11,4160.0,4188.0,4142.9,4169.05,4169.05,769302
2019-11-13,4166.9,4175.0,4132.0,4144.55,4144.55,899015
2019-11-14,4158.0,4221.0,4120.4,4210.55,4210.55,1383629
2019-11-15,4220.2,4247.25,4175.55,4187.6,4187.6,1193171
2019-11-18,4199.0,4209.55,4145.15,4154.9,4154.9,927364
2019-11-19,4165.0,4182.15,4126.25,4135.75,4135.75,829535
2019-11-20,4140.0,4182.0,4127.4,4138.55,4138.55,813879
2019-11-21,4140.0,4160.0,4112.0,4123.65,4123.65,702853
2019-11-22,4130.0,4143.8,4041.0,4078.3,4078.3,1222615
2019-11-25,4100.0,4149.15,4062.3,4141.7,4141.7,1389304
2019-11-26,4145.0,4173.95,4087.0,4098.35,4098.35,1502727
2019-11-27,4121.0,4124.9,4095.0,4118.35,4118.35,485064
2019-11-28,4120.0,4139.05,4065.0,4102.05,4102.05,969708
2019-11-29,4095.0,4135.0,4062.35,4074.2,4074.2,831983
2019-12-02,4075.0,4077.35,3920.1,3950.45,3950.45,2065404
2019-12-03,3939.95,3995.0,3886.5,3964.55,3964.55,1984382
2019-12-04,3958.0,4004.1,3935.0,3990.85,3990.85,1430830
2019-12-05,3990.85,4034.0,3968.0,3990.85,3990.85,1255304
2019-12-06,4010.0,4027.8,3927.4,3951.65,3951.65,1171355
2019-12-09,3969.6,3971.45,3880.25,3944.85,3944.85,1268942
2019-12-10,3950.0,3995.0,3945.5,3986.85,3986.85,1159480
2019-12-11,4001.5,4055.0,3984.05,4036.8,4036.8,1365981
2019-12-12,4050.0,4065.0,4010.05,4057.15,4057.15,1087056
2019-12-13,4070.0,4089.25,4041.1,4071.95,4071.95,861656
2019-12-16,4087.95,4087.95,4031.55,4039.45,4039.45,826069
2019-12-17,4056.95,4155.0,4046.95,4135.75,4135.75,1379484
2019-12-18,4140.45,4158.85,4101.05,4119.35,4119.35,1109775
2019-12-19,4113.05,4145.0,4085.3,4091.85,4091.85,736104
2019-12-20,4107.0,4145.0,4081.0,4135.6,4135.6,1054234
2019-12-23,4138.6,4184.0,4130.0,4160.0,4160.0,1137879
2019-12-24,4158.0,4180.7,4125.65,4139.5,4139.5,751979
2019-12-26,4149.95,4196.45,4133.25,4187.1,4187.1,1265020
2019-12-27,4198.0,4260.0,4192.0,4252.65,4252.65,1126648
2019-12-30,4274.85,4281.55,4230.0,4243.3,4243.3,831910
2019-12-31,4247.0,4266.4,4218.6,4234.75,4234.75,779608
2020-01-01,4237.8,4252.0,4221.0,4231.3,4231.3,407042
2020-01-02,4240.0,4295.75,4235.0,4246.05,4246.05,863844
2020-01-03,4220.0,4234.8,4173.0,4193.45,4193.45,1176850
2020-01-06,4164.0,4204.0,3983.8,3996.7,3996.7,2866735
2020-01-07,4055.0,4092.0,3996.2,4007.65,4007.65,2149042
2020-01-08,3950.0,4060.35,3950.0,4049.95,4049.95,1630576
2020-01-09,4105.9,4148.0,4080.0,4124.2,4124.2,1419388
2020-01-10,4130.1,4185.9,4118.0,4144.85,4144.85,1106624
2020-01-13,4168.0,4182.25,4146.0,4164.5,4164.5,645152
2020-01-14,4170.0,4202.4,4150.45,4193.0,4193.0,703434
2020-01-15,4189.95,4220.0,4170.05,4207.25,4207.25,616976
2020-01-16,4190.0,4229.95,4188.0,4220.25,4220.25,578728
2020-01-17,4217.0,4242.0,4202.0,4231.75,4231.75,671129
2020-01-20,4229.0,4252.95,4125.15,4152.6,4152.6,848639
2020-01-21,4149.95,4186.1,4117.05,4138.6,4138.6,897922
2020-01-22,4186.0,4186.5,4123.35,4142.2,4142.2,797901
2020-01-23,4123.0,4163.85,4085.0,4125.8,4125.8,1154522
2020-01-24,4120.0,4205.65,4111.0,4194.5,4194.5,864892
2020-01-27,4174.0,4208.0,4154.0,4164.35,4164.35,782155
2020-01-28,4150.15,4249.0,4150.15,4213.0,4213.0,1052764
2020-01-29,4244.9,4444.0,4215.1,4419.0,4419.0,4581413
2020-01-30,4464.0,4485.0,4344.85,4364.3,4364.3,3577774
2020-01-31,4370.0,4420.1,4333.8,4365.9,4365.9,1736927
2020-02-01,4350.0,4447.5,4203.3,4276.05,4276.05,2152563
2020-02-03,4250.2,4376.9,4250.2,4359.35,4359.35,1094181
2020-02-04,4387.95,4550.0,4377.15,4519.25,4519.25,1958323
2020-02-05,4515.0,4539.95,4477.65,4528.2,4528.2,1285631
2020-02-06,4528.2,4677.85,4525.0,4666.35,4666.35,1846477
2020-02-07,4663.95,4686.9,4626.1,4654.3,4654.3,950326
2020-02-10,4660.0,4734.0,4640.0,4721.75,4721.75,1160879
2020-02-11,4737.0,4785.0,4736.0,4749.35,4749.35,1167429
2020-02-12,4770.0,4782.2,4722.0,4768.7,4768.7,882964
2020-02-13,4766.0,4800.6,4735.0,4795.35,4795.35,681039
2020-02-14,4800.0,4815.0,4768.0,4781.75,4781.75,731118
2020-02-17,4781.75,4798.0,4750.05,4776.65,4776.65,716484
2020-02-18,4769.4,4771.95,4701.6,4758.0,4758.0,728611
2020-02-19,4785.0,4887.0,4780.1,4878.05,4878.05,1172049
2020-02-20,4867.9,4923.4,4853.75,4880.45,4880.45,1634643
2020-02-24,4840.0,4876.0,4751.2,4803.95,4803.95,1263389
2020-02-25,4849.9,4849.9,4784.0,4825.95,4825.95,959309
2020-02-26,4815.0,4837.75,4767.25,4810.0,4810.0,851346
2020-02-27,4815.0,4815.0,4712.1,4759.8,4759.8,1174870
2020-02-28,4640.0,4640.0,4311.75,4465.85,4465.85,4941410
2020-03-02,4600.0,4617.95,4305.65,4360.75,4360.75,2238216
2020-03-03,4400.0,4474.95,4320.05,4454.1,4454.1,2023503
2020-03-04,4466.0,4496.8,4225.0,4286.4,4286.4,2472991
2020-03-05,4310.0,4367.55,4273.15,4330.7,4330.7,1833295
2020-03-06,4125.0,4238.0,4036.5,4225.85,4225.85,3312238
2020-03-09,4070.0,4127.5,3945.15,4026.8,4026.8,3545633
2020-03-11,4014.0,4118.9,3985.0,4030.65,4030.65,2793788
2020-03-12,3860.0,3869.95,3628.1,3734.35,3734.35,5272622
2020-03-13,3440.0,4043.5,3281.05,3952.55,3952.55,4849922
2020-03-16,3833.45,3833.45,3600.0,3672.25,3672.25,3140526
2020-03-17,3702.1,3734.7,3402.0,3444.85,3444.85,2558616
2020-03-18,3490.0,3530.0,3018.9,3061.35,3061.35,5443764
2020-03-19,2800.0,3053.05,2484.7,2746.1,2746.1,8324859
2020-03-20,2799.85,3044.0,2621.65,2951.9,2951.9,6110309
2020-03-23,2656.75,2700.0,2225.0,2266.15,2266.15,4844366
2020-03-24,2472.0,2568.65,2104.65,2474.2,2474.2,6257226
2020-03-25,2450.0,2700.0,2400.0,2585.6,2585.6,6226366
2020-03-26,2637.3,2936.5,2565.05,2793.7,2793.7,5096124
2020-03-27,2955.0,3040.0,2500.0,2542.3,2542.3,7170719
2020-03-30,2390.05,2414.4,2226.0,2242.1,2242.1,7698376
2020-03-31,2305.1,2340.0,2100.0,2215.8,2215.8,11043174
2020-04-01,2180.0,2286.9,2132.65,2219.35,2219.35,6408401
2020-04-03,2268.8,2343.7,2183.05,2207.5,2207.5,6172683
2020-04-07,2245.0,2286.0,2081.5,2253.35,2253.35,11163774
2020-04-08,2184.0,2374.0,2144.15,2332.9,2332.9,9109346
2020-04-09,2391.0,2566.15,2367.1,2551.85,2551.85,7193807
2020-04-13,2520.0,2520.0,2265.95,2287.3,2287.3,8183271
2020-04-15,2345.0,2368.0,2168.4,2182.45,2182.45,9333672
2020-04-16,2145.0,2250.0,2122.0,2220.0,2220.0,7246740
2020-04-17,2355.0,2375.9,2235.2,2308.15,2308.15,10191558
2020-04-20,2325.0,2345.5,2265.0,2308.25,2308.25,5403325
2020-04-21,2210.0,2210.0,2085.0,2099.75,2099.75,7384077
2020-04-22,2059.95,2170.0,2022.35,2148.25,2148.25,9062724
2020-04-23,2160.0,2219.1,2112.0,2172.45,2172.45,7144627
2020-04-24,2113.5,2113.5,1970.05,1976.25,1976.25,10494521
2020-04-27,2000.0,2085.0,1915.65,2044.05,2044.05,14495302
2020-04-28,2081.0,2244.1,2035.0,2228.1,2228.1,14756379
2020-04-29,2200.05,2375.0,2200.05,2296.45,2296.45,15060598
2020-04-30,2365.05,2418.95,2291.15,2318.1,2318.1,8884225
2020-05-04,2200.0,2202.2,2028.55,2079.65,2079.65,7312754
2020-05-05,2130.0,2135.0,1997.0,2002.35,2002.35,11521295
2020-05-06,2010.0,2131.9,1952.35,2106.25,2106.25,13149700
2020-05-07,2098.95,2169.85,2048.35,2060.55,2060.55,7770204
2020-05-08,2130.0,2130.0,2015.0,2024.15,2024.15,6966405
2020-05-11,2070.0,2092.7,1995.3,2015.05,2015.05,7655033
2020-05-12,1989.7,2080.0,1977.1,2069.7,2069.7,10336528
2020-05-13,2220.0,2239.95,2145.0,2161.05,2161.05,9441305
2020-05-14,2159.0,2258.95,2096.8,2112.0,2112.0,14307614
2020-05-15,2119.95,2136.6,2056.0,2086.45,2086.45,8026847
2020-05-18,2090.0,2093.45,1926.0,1938.6,1938.6,10820656
2020-05-19,1960.0,2003.55,1922.2,1964.95,1964.95,9413722
2020-05-20,1970.0,2060.0,1935.0,2042.8,2042.8,16318576
2020-05-21,2059.0,2077.55,1974.5,1990.2,1990.2,9880430
2020-05-22,1975.0,2007.0,1865.25,1895.3,1895.3,16195152
2020-05-26,1918.0,1933.75,1821.55,1829.0,1829.0,9869545
2020-05-27,1830.0,1946.0,1783.0,1936.45,1936.45,17335783
2020-05-28,1954.0,1983.0,1927.0,1947.7,1947.7,9051786
2020-05-29,1914.0,1980.0,1891.0,1953.65,1953.65,10362057
2020-06-01,1997.05,2226.4,1997.05,2160.85,2160.85,18916613
2020-06-02,2165.25,2375.0,2160.85,2346.2,2346.2,23442768
2020-06-03,2417.0,2496.85,2398.0,2411.9,2411.9,18705500
2020-06-04,2414.0,2453.65,2276.8,2313.05,2313.05,16315382
2020-06-05,2344.0,2409.0,2275.0,2390.35,2390.35,15850081
2020-06-08,2505.0,2547.7,2475.55,2507.25,2507.25,14992618
2020-06-09,2535.0,2535.0,2415.3,2443.6,2443.6,12373212
2020-06-10,2440.0,2470.0,2401.0,2435.65,2435.65,8961543
2020-06-11,2410.0,2459.0,2320.1,2338.9,2338.9,10042834
2020-06-12,2200.0,2470.0,2199.0,2450.15,2450.15,16802757
2020-06-15,2420.0,2429.95,2331.0,2351.4,2351.4,12070372
2020-06-16,2452.0,2455.4,2285.0,2365.0,2365.0,12914388
2020-06-17,2347.0,2425.0,2332.05,2396.0,2396.0,9650300
2020-06-18,2375.0,2541.7,2373.0,2525.95,2525.95,12738830
2020-06-19,2562.0,2714.55,2560.0,2698.6,2698.6,18604004
2020-06-22,2740.0,2863.6,2728.0,2840.3,2840.3,13939367
2020-06-23,2899.95,3109.25,2833.0,3025.5,3025.5,16187020
2020-06-24,3125.0,3125.0,2911.0,2934.45,2934.45,20110277
2020-06-25,2878.05,3046.0,2851.0,3005.35,3005.35,15982155
2020-06-26,3042.5,3058.8,2872.05,2903.5,2903.5,12573521
2020-06-29,2834.0,2894.45,2770.0,2857.95,2857.95,11614003
2020-06-30,2910.0,2936.65,2816.0,2831.0,2831.0,9703086
2020-07-01,2831.0,2968.7,2806.0,2953.9,2953.9,12705275
2020-07-02,2980.0,3016.0,2925.0,2964.25,2964.25,11619767
2020-07-03,2980.0,2989.45,2921.0,2931.5,2931.5,8543799
2020-07-06,2970.0,3134.65,2955.0,3108.8,3108.8,11437602
2020-07-07,3150.0,3419.65,3125.3,3351.95,3351.95,22876465
2020-07-08,3351.95,3408.8,3180.1,3208.05,3208.05,19126508
2020-07-09,3235.0,3379.9,3195.1,3330.0,3330.0,18758148
2020-07-10,3275.0,3395.0,3272.05,3314.15,3314.15,16150425
2020-07-13,3360.0,3378.0,3216.2,3234.6,3234.6,13136482
2020-07-14,3219.8,3219.8,3122.35,3190.95,3190.95,12404466
2020-07-15,3230.0,3297.7,3122.25,3149.25,3149.25,10980342
2020-07-16,3180.0,3215.0,3102.3,3204.8,3204.8,9999964
2020-07-17,3210.0,3323.0,3205.0,3301.3,3301.3,8425645
2020-07-20,3344.95,3453.95,3316.5,3441.5,3441.5,10556334
2020-07-21,3500.0,3519.5,3218.65,3292.45,3292.45,25960105
2020-07-22,3320.0,3340.0,3193.6,3253.0,3253.0,17070171
2020-07-23,3253.0,3320.0,3216.05,3297.8,3297.8,8718708
2020-07-24,3245.0,3290.0,3220.0,3251.85,3251.85,6637888
2020-07-27,3263.0,3280.0,3152.2,3171.15,3171.15,7089907
2020-07-28,3175.0,3260.0,3161.2,3239.6,3239.6,8211858
2020-07-29,3245.0,3329.0,3239.6,3284.25,3284.25,8070284
2020-07-30,3295.4,3324.0,3205.05,3218.3,3218.3,6508389
2020-07-31,3236.0,3273.0,3181.25,3251.3,3251.3,7235401
2020-08-03,3244.0,3244.0,3169.0,3174.5,3174.5,4464171
2020-08-04,3202.0,3260.0,3142.85,3235.6,3235.6,6679173
2020-08-05,3256.0,3330.0,3247.95,3262.15,3262.15,6985383
2020-08-06,3292.0,3378.8,3255.0,3345.2,3345.2,8172921
2020-08-07,3333.0,3481.45,3310.0,3464.3,3464.3,10151345
2020-08-10,3494.0,3556.85,3413.2,3442.95,3442.95,7129352
2020-08-11,3462.3,3494.55,3404.7,3457.4,3457.4,5571895
2020-08-12,3425.0,3450.0,3362.0,3418.25,3418.25,5662542
2020-08-13,3450.0,3472.0,3401.0,3419.65,3419.65,4663383
2020-08-14,3425.0,3448.8,3306.2,3331.1,3331.1,5532004
2020-08-17,3350.0,3399.5,3312.4,3384.8,3384.8,4670621
2020-08-18,3399.0,3437.95,3366.6,3419.9,3419.9,4706306
2020-08-19,3447.0,3465.0,3401.0,3409.95,3409.95,4199099
2020-08-20,3378.0,3414.5,3353.05,3393.8,3393.8,3677466
2020-08-21,3430.0,3440.0,3380.0,3389.3,3389.3,2627381
2020-08-24,3403.0,3515.0,3401.05,3492.05,3492.05,6205576
2020-08-25,3525.0,3660.0,3510.0,3642.9,3642.9,9854070
2020-08-26,3665.0,3707.0,3631.0,3645.55,3645.55,6665336
2020-08-27,3656.95,3668.4,3596.4,3632.5,3632.5,4611132
2020-08-28,3650.0,3688.0,3617.05,3670.8,3670.8,4251575
2020-08-31,3715.0,3749.85,3465.0,3487.8,3487.8,8529788
2020-09-01,3517.0,3674.0,3500.2,3643.85,3643.85,6065233
2020-09-02,3642.7,3680.0,3573.45,3668.65,3668.65,4281052
2020-09-03,3668.0,3676.75,3605.0,3619.7,3619.7,3221369
2020-09-04,3541.5,3649.8,3520.75,3596.8,3596.8,4914709
2020-09-07,3607.0,3629.0,3477.6,3505.15,3505.15,4665183
2020-09-08,3520.0,3574.9,3475.0,3500.0,3500.0,4448718
2020-09-09,3477.0,3493.45,3392.45,3422.85,3422.85,4563247
2020-09-10,3456.5,3523.45,3418.0,3498.7,3498.7,4762302
2020-09-11,3490.0,3557.7,3456.7,3544.4,3544.4,4608384
2020-09-14,3557.0,3575.05,3420.0,3440.7,3440.7,4531611
2020-09-15,3475.0,3524.2,3455.0,3513.4,3513.4,3893649
2020-09-16,3517.95,3567.4,3481.65,3521.5,3521.5,3907721
2020-09-17,3488.8,3517.0,3456.2,3471.95,3471.95,2781196
2020-09-18,3491.4,3503.8,3429.0,3474.8,3474.8,3769116
2020-09-21,3462.8,3467.0,3314.25,3330.15,3330.15,3627585
2020-09-22,3329.0,3353.8,3217.05,3303.0,3303.0,4224977
2020-09-23,3330.0,3344.0,3200.2,3243.85,3243.85,4244428
2020-09-24,3191.0,3194.75,3006.9,3028.9,3028.9,5963849
2020-09-25,3080.0,3167.15,3028.8,3138.95,3138.95,6232618
2020-09-28,3178.0,3350.0,3162.75,3335.15,3335.15,5588695
